,company,country,description,location,review,salary,star,title
3,KPMG UK,United Kingdom,"KPMG consistently features in the Sunday Times Best Big Companies to work for, which has been recognised with a special achievement award to mark our 10 years...",London,3632,None,51.0,Analyst Macro Economics
4,KPMG UK,United Kingdom,"These include Data Analytics, Disputes, Deal Advisory, Tax, Forensic and other. KPMG consistently features in the Sunday Times Best Big Companies to work for,...",London,3632,None,51.0,Economics Analyst - Competition
5,Harnham,United Kingdom,You will ideally have exposure to Big Data technologies such as Spark and AWS. As a Data Engineer you will join the wider engineering team to develop data...,London,None,"£85,000 a year",None,DATA ENGINEER – MACHINE LEARNING AND ARTIFICIAL INTELLIGENCE
7,JP Morgan Chase,United Kingdom,"In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and...",London EC1M,14843,None,44.4,"Technology for Social Good, Diversity and Inclusion – EMEA Tech Lead"
8,KPMG UK,United Kingdom,Processing and analysing large volumes of data. The Trader Surveillance team works within KPMG’s Risk Consulting practice to identify regulatory and compliance...,London,3632,None,51.0,Trader Surveillance Assistant Manager - Forensic Data Analytics
9,Amazon Web Services UK Limited,United Kingdom,"Demonstrated industry leadership in the fields of Database and/or Data Warehousing, Data Sciences and Big Data processing....",London,18339,None,43.2,"Analytics Specialist Solution Architecture Manager, EMEA"
1,KPMG UK,United Kingdom,Has an understanding of data science and how data visualisation forms part of that piece. As a data visualisation manager you will:....,London,3632,None,51.0,Data Visualisation - Manager - Banking
2,KPMG UK,United Kingdom,"Working within KPMG's Data Insight Services (DIS) team, this new role requires a combination of experience working with trader data (from trade to...",London,3632,None,51.0,Trader Surveillance Manager - Forensic Data Analytics
6,EY,United Kingdom,"Experience in data analysis and using data to solve complex business problems. AbInitio, Cloudera, Hadoop (and other Big Data solutions), Informatica, MarkLogic...",London,3893,None,51.0,Data and Analytics: Financial Crime Analytics- Senior Manager
7,Goldman Sachs,United Kingdom,"Opportunity to work on cutting-edge Big Data technologies. This group ensures the firm is positioned for emerging technology offerings and spans Big Data,...",London,924,None,51.6,"Technology, Middleware Engineer, Vice President, London"
8,"InterWorks, Inc.",United Kingdom,"Big Data distributions (e.g. Big Data Analytics Solutions (e.g. You may lead teams that require specialties in data capture and storage, ETL, data science,...",London,None,None,None,Sr Analytics Consultant - London
9,KPMG UK,United Kingdom,"Delivering ERP process controls, data analytics and assurance services. Support our teams advising clients to enhance their ERP data analytics capability....",London,3632,None,51.0,ERP Analytics Analyst - Corporates - Tech Risk Consulting
0,Raytheon,United Kingdom,"Experience of Big Data Technologies (Hadoop, Pig, Hive, Spark). Experience of Data Analytics and Visualization. Software Engineer (DV Cleared)....",Gloucester,1590,None,51.0,Software Engineer
1,Foreground Security,United Kingdom,"Perl or ruby Experience with high performance distributed systems Experience of Data Analytics and Visualization Experience of Big Data Technologies (Hadoop,...",Gloucester,2,None,54.0,Software Engineer
2,JWCG LTD,United Kingdom,Working with the Senior leadership team to help decide and build the firms Big Data environment & Data Science platform Working with bleeding edge advanced...,London EC1V,None,None,None,Data scientist - Machine Learning - Statistical learning
4,Vertical Ambition,United Kingdom,Would you like to be part of a lively and focused Data Analytics Business Modelling niche specialist team?...,Hampshire,None,"£35,000 - £45,000 a year",None,Analyst - Mathematical Excel Modelling & Quantitative Analytics
5,Bosch,United Kingdom,Start something big today. Engine and chassis race data analysis. Your contribution to something big What distinguishes you....,Nuneaton,2413,None,52.2,Motorsports Engineer
6,None,United Kingdom,We are seeking experienced developers who can grasp the big picture and are able to design and develop low level software that interacts with the hardware and...,Buckinghamshire,None,"£45,000 - £55,000 a year",None,Software Engineer - Linux - Networking
7,Jss Search Limited,United Kingdom,Are you looking for a front of house Analytics Consulting role where your advice and insight is imperative for the success of big ticket corporate M&A...,London,None,"£80,000 - £90,000 a year",None,Analytics Consultants - Strategy Consulting
8,Austin Lee Resourcing Limited,United Kingdom,"Data Architect - Big Data and cloud. Data modelling, Data management, Data governance,. A leading Big Data and Clod consultancy are looking for a Data Architect...",London,None,"£60,000 - £65,000 a year",None,Data Architect - Big Data and cloud
9,BAE Systems Applied Intelligence,United Kingdom,"You’ll be involved with teams involved in the integration of existing and future systems, including Big Data technologies and cutting edge security and threat...",Guildford,34,None,43.2,Infrastructure Engineer
2,Meridian Business Support,United Kingdom,Senior Data Analyst (SQL) - Contract - London. Working with anonymised mobile phone data we are looking for someone on a contract basis who can hit the ground...,London,80,£400 - £500 a day,42.0,Senior Data Analyst (SQL) - Contract - London
4,ARM,United Kingdom,"Understanding of algorithms and data structures. Our HPC tools are used by industry, government and academia to perform cutting-edge scientific research and...",Warwick,21,None,51.6,Graduate Software Engineer – HPC Tools
1,Datatech Analytics,United Kingdom,"Big data i.e. Greenplum, Hadoop or HANA. Proven experience in analysing data. Proven experience in managing large sets of data....",South East,None,None,None,Consultant
2,Avanade,United Kingdom,Avanade Big Data Manager/ Architect- Data Analytics:. Demonstrable hands on experience implementing Big Data solutions using Microsoft Data Platform and Azure...,London,118,None,43.8,Senior Big Data Consultant- Advanced Analytics
3,Booz Allen Hamilton,United Kingdom,Data exploitation to support. 1+ years of experience with data analysis. Apply analytical expertise to work as an open source analyst providing cutting–edge...,Cambridgeshire,1252,None,44.4,Open Source Analyst
4,Shell,United Kingdom,"Data Analytics/Big Data experience. Energy trading knowledge is a big plus. Before applying, you are advised to read our data protection policy....",London,2971,None,44.4,Energy Trading Developer
5,wa consultants,United Kingdom,WA Consultants are recruiting for a Big Data QA Tester to work on a contract in London. 2-3 years experience with Selenium and Data reconciliation utilities....,London,None,£300 - £350 a day,None,Big Data QA er
6,Facebook,United Kingdom,"If you believe data, tech and product innovation is fundamental in the creative process; Empathy and enthusiasm for businesses – big and small, brands of all...",London,203,None,52.2,"Creative Strategist, Agency"
7,Spring,United Kingdom,Supports a single master data repository removing data duplication. Deliver coherent data approach to integration and improve quality of data....,Wimbledon,29,£400 a day,42.6,Data Analyst
8,"Nomura Holdings, Inc.",United Kingdom,"A small, passionate team that uses agile methodologies and new technology to drive change and make an impact across Risk Technology and the wider bank. In...",London,314,None,44.4,Javascript Developer - Analyst
9,CAPCO,United Kingdom,"Versed in data technologies, physical data modelling, data policies development, data strategy and data warehousing, and data querying languages....",London,71,None,43.2,Data Architect
0,Cisco,United Kingdom,"Today, we are building teams that are expanding our technology solutions in the mobile, cloud, security, IT, and big data spaces, including software and...",Reading,2928,None,51.6,Graduate Software Engineer (Full Time) UK
3,Paypal,United Kingdom,We build BIG and NEW products to drive worldwide commerce. Ability to design and develop data structures needed to analyze large-scale complex business...,London,718,None,44.4,"Analyst, Consumer Credit Analytics, EMEA"
4,BookingBug,United Kingdom,Knowledge of Data centre techniques and processes and experience working in high-availability 24/7 situations with large server estates....,London,None,None,None,Senior Systems Operations Engineer
5,Withers,United Kingdom,Experience with asynchronous and synchronous data replication. Knowledge of Infrastructure as a Service (IaaS) and Data Center Architectures....,London,2,None,54.0,IT Infrastructure Supervisor (Systems Team)
6,Expedia,United Kingdom,"Demonstrated experience using R, Python or similar to analyse, transform and visualize big data. Analyse clickstream data to understand customer journeys, using...",London EC1V,469,None,51.0,Data Scientist
8,Monzo,United Kingdom,Cassandra for most persistent data storage. We need to stay ahead of criminals trying to steal data and money....,London EC1V,None,None,None,Backend Engineer
9,Quadrature Capital,United Kingdom,"Skills and knowledge in time series analysis / stochastic calculus / machine learning / data mining / cuda may be helpful, but not essential....",London,None,None,None,Quant Developer (Internship)
1,KPMG UK,United Kingdom,"You have experience of and are motivated and inspired by a career in data, you have specific experience in Data Management i.e. Data Quality, Data Governance,...",London,3632,None,51.0,Data Management - Manager - Banking
3,Akamai,United Kingdom,"Akamai’s Enterprise division is the company’s newest division, with high expectations to become Akamai’s next big growth engine....",London,126,None,52.2,Senior Solutions Engineer
5,G-Research,United Kingdom,"We use scientific techniques, big data and world-class technology to predict future movements in financial markets, and develop the platform to deploy these...",London,None,None,None,IT Service Desk Analyst
6,Sony Interactive Entertainment Europe Ltd.,United Kingdom,"In this role you will deliver software tools for our new machine learning, analytics and big data cloud-based platform (Java based solutions are hosted on...",Soho,None,None,None,"Senior Software Engineer, Business Intelligence Services"
7,Home Office,United Kingdom,Seeing the big picture. You will need to be inquisitive and have the ability to assess data and performance objectively....,London,None,"£35,114 a year",None,Inspection Officer
0,EMBL,United Kingdom,Previous experience in data curation is highly desirable. Reviewing transcription and other biological data to select clinically relevant transcripts....,Hinxton,5,None,53.4,Scientific Curator
1,Hire Station,United Kingdom,"Provision / working with Big Data. Hire Station is a leading UK tool hire business, supplying equipment to a broad customer base regionally and nationally....",Loughborough,14,None,42.0,Website Designer/Developer
2,Harnham,United Kingdom,"Data Engineering - the development of a petabyte scale Big Data platform and data pipelines/ETL, primarily using Spark, Cassandra and Kafka, programming in...",London,None,"£80,000 a year",None,DATA ENGINEER - SCALA OR PYTHON
3,Morgan McKinley,United Kingdom,"Senior Big Data Developer - Contract or Perm! Experienced Big Data engineer with exposure to end-to-end design in areas of data ingestion, storage and retrieval...",London,10,"£110,000 a year",42.0,Big Data Developer
4,Client Server,United Kingdom,"Strong Big Data skills, including Hadoop v2, MapReduce, HDFS, Hive, Ambari. Big Data Developer / Hadoop Engineer (MapReduce HDFS Hive Ambari Spark Scala Hadoop...",London,2,"£80,000 - £95,000 a year",60.0,Big Data Developer Hadoop - Greenfield
5,Harnham,United Kingdom,"Big Data Developer | Spark/Scala | Cloudera on AWS. Alongside some of the best Data Scientists in the industry, you'll help to develop a high performance &...",London,None,"£85,000 a year",None,BIG DATA DEVELOPER - SPARK/SCALA - CLOUDERA ON AWS
6,Direct Line Group,United Kingdom,"1x ETL Data / Data Warehousing & 1x ETL Financial Systems / Integrations Specialist. Retail card, with discounts at big name retailers....",Bromley,275,None,42.6,Application Owner - ETL. (Corporate / Commercial)
7,KPMG UK,United Kingdom,"Understanding of data transformation, ETL framework and processes, messaging services, message buses and service orientated architecture....",London,3632,None,51.0,Assistant Manager - Integration Architect - CIO Advisory
8,Criteo,United Kingdom,"A first experience in events management and online marketing is a big plus. Designed for commerce, Criteo Commerce Marketing Ecosystem sees over 50 billion in...",London,14,None,51.6,Marketing Intern
9,Berwin Leighton Paisner,United Kingdom,"In addition to completion, by applicants who accept a job offer, of a regulatory questionnaire, BLP uses a specialist provider to undertake professional...",London,5,None,54.6,Client Relationship Manager
0,PwC,United Kingdom,"We provide expertise in Big Data, Advanced Analytics, Data Visualisation, and Data Coding in many leading languages to provide insight and advice as well as...",Reading,4494,None,51.0,"Graduate, Tech, Data & Analytics in Assurance, Reading, 2018"
1,MapR,United Kingdom,"MapR Data Engineers report to the Director of Data Engineering. Typically, MapR Data Engineering assignments can vary from Hadoop cluster installation and...",London,None,None,None,Senior Data Engineer - London
2,Funding Circle UK,United Kingdom,Funding Circle’s Data Team are looking for a Data Engineer to help build and transform FC UK’s data warehouse. Exposure to big data/NoSQL systems and the issues...,London,None,None,None,Senior Data Engineer
3,Warner Bros. Entertainment Group,United Kingdom,"Experience of working with / entering data into complex systems (including spreadsheets and databases). Key non-scripted brands include The Bachelor, First...",London,204,None,52.2,Sales Administrator
4,Amazon,United Kingdom,"Such as, web applications, enterprise applications, HPC, batch processing and big data, archiving and disaster recovery, education and government....",London,18339,None,43.2,"Senior Consultant, Cloud Infrastructure"
5,BlackRock,United Kingdom,Harness Big Data – work with PM and product strategist teams to produce and automate tactical data and reporting solutions....,London WC2N,249,None,43.8,Portfolio Management Assistant - Global Emerging Markets Equity
6,Harnham,United Kingdom,"Engineer, Python, Data Science, Big Data. Software Engineer - Data Science, Big Data, Python. Work with the Big Data Team to develop and maintain large scale...",London,None,"£80,000 a year",None,"SOFTWARE ENGINEER – DATA SCIENCE, BIG DATA, PYTHON"
7,Diageo,United Kingdom,"Data, Anaplan COE) to co-ordinate each implementation through to completion. Our purpose, celebrating life, every day, everywhere means that our brands are part...",London,373,None,51.6,Rolling Financial Forecast Analyst
8,Bank of England,United Kingdom,Solution to provide PRA supervisors and management access to data relating to firmsThe successful candidate will perform developments on the CRM Dynamics...,London,54,"£45,000 a year",43.8,CRM Developer
9,Facebook,United Kingdom,"You must be a data expert, but also know when to trust your gut. Proven understanding of quantitative and qualitative research, and track record of using data...",London,203,None,52.2,Research Manager (London)
0,Bank of England,United Kingdom,"The portfolio covers all types of projects from technical IT infrastructure projects, through the development and introduction of new business systems...",London,54,None,43.8,"Project Manager, Banking & Markets"
1,Bank of America,United Kingdom,Design and build complex data to support new business initiatives. The nature of our business means that we use a wide variety of technologies ranging from low...,London,18605,None,44.4,Global Markets Technology | Analyst Summer Internship
2,Wellcome Trust,United Kingdom,"An ability to analyse data, think independently and make decisions that will stand up to commercial scrutiny....",London,4,"£56,000 - £58,000 a year",51.0,Junior Analytics Product Manager
3,KPMG UK,United Kingdom,"Planning, leading and performing diagnosis analysis, through applying data analytic techniques on large customer and operational transformation engagements....",London,3632,None,51.0,"Manager, Operations (Banking)"
4,Harvard Associates Ltd,United Kingdom,"Experience of Big Data and Data Lakes. Experience in handling Big Data would be advantageous. Work with the Data Architect and MI team to create robust, best...",Reading,None,"£50,000 a year",None,BI Developer (Banking / Savings) – £50k + generous benefits package
5,QuintilesIMS,United Kingdom,"We believe that data has value, that big data has great value, and that big data about important events is of fundamental value....",Brighton,913,None,44.4,Associate Software Engineer
6,Looking for a co-founder,United Kingdom,"I am interested in Blockchain, Big data, SaaS and AI. I am looking for 3-5 co-founders ( diverse team)....",London,None,None,None,3rd year Student CTO In London
1,Networking People,United Kingdom,"7+ years technical experience working within Big Data. Experience/exposure to Data Science, A.I. Leading a Data (Engineering & Analytics) practice....",London,None,None,None,Head of Data
2,Blue Pelican,United Kingdom,"Have demonstrable experience of successfully design, implementation and migration of relational databases to Big data based data stores utilising Amazon AWS....",London,None,None,None,Data Migration Specialist
4,TUI Group: UK,United Kingdom,"Strong recent technical skills in a range of data management, data science and analytics technologies, including creation and use of cloud and big data...",Luton,38,None,39.6,Lead Data Science & Analytics Consultant
5,Arcadia Group Limited,United Kingdom,"Experience executing CRM campaigns and leveraging data driven research & analysis to drive strategic direction, best practices and process improvements....",Greater London,25,None,39.0,CRM Coordinator - TOPSHOP
6,Eames Consulting,United Kingdom,Worked with big data. Strong data capabilities in. Data sets to develop innovative data solutions for customers and colleagues that deliver significant business...,London,None,"£40,000 - £90,000 a year",None,Data Manager
7,Amazon,United Kingdom,"You understand a broad range of data models and know how, when and when. We have solved so many different problems to get to where we are today – your role is...",Cambridge,18339,None,43.2,Senior Software Development Engineer
8,Experis,United Kingdom,"Experience in documenting data flows, data profiling and data quality. Knowledge of relevant technologies and toolsets relative to data warehousing, data...",London,392,£380 - £470 a day,43.2,Technical Data Analyst
9,University of Oxford,United Kingdom,"We have an opportunity for an experienced software engineer to work on the EPSRC funded VADA project for up to 6 months, in the area of reasoning over big data...",Oxford,35,"£52,132 a year",54.0,Senior Software Engineer and Researcher – VADA
0,Damco Solutions,United Kingdom,Big Data expertise linked to its querying and visualisation. D3.js Visualization Expert....,London,7,None,41.4,D3.JS Developer
1,Goldman Sachs,United Kingdom,"Clear understanding of data structure algorithms and asymptotic analysis. Creating Platform-As-A-Service offerings including Kafka Clusters, In-Memory Data...",London,924,None,51.6,"Technology, GSAM Core Platform Engineer, Vice President, London"
2,Kantar Worldpanel,United Kingdom,"Kantar is the data investment management division of WPP. Combining market monitoring, advanced analytics and tailored market research solutions we deliver both...",London,39,None,51.0,Service Relationship Manager Lead
3,The Stars Group,United Kingdom,"Experience in data mining/ advanced analytics (clustering, regression, predictive models or similar). Be the analytical partner for the Business Intelligence...",London,None,None,None,Customer Insight Analyst - Business Intelligence
4,Friday Ltd,United Kingdom,"The Big Plus. We focus on the heavy lifting of application architecture, content management systems, data modelling, application logic, data services and REST...",London,None,None,None,Sitecore Engineer
5,Elliptic,United Kingdom,"Expertise with real-time analytics and big data technologies (e.g. Design and build enhancements to our data platform (predominantly in Java) - cleansing,...",London,None,None,None,Backend Engineer
6,The App Business,United Kingdom,"Expert knowledge of mobile engineering including UI patterns, data frameworks, Http connectivity, and performance optimisation,....",London,None,None,None,Android Engineer
7,The App Business,United Kingdom,"A solid understanding of data persistence, including some exposure to CoreData,. Able to step back and see the big picture, and to break tasks down into simpler...",London,None,None,None,iOS Engineer
8,Apple,United Kingdom,The Platform Telemetry team is looking for a software and systems engineer dedicated to reliability and scalability of big data services....,London,4219,None,52.2,Software and Systems Engineer (Telemetry Reliability)
9,Direct Line Group,United Kingdom,"Retail card, with discounts at big name retailers. Support the full delivery lifecycle, including contributing to the approach to testing as well as to the data...",Bromley,275,None,42.6,Business Analyst
0,CrowdStrike,United Kingdom,"Interest & experience with design & data visualisation. We are CrowdStrike, a security startup working to protect the critical systems of organizations ranging...",London,None,None,None,Senior UX Software Engineer
1,Nationwide Building Society,United Kingdom,"We are taking on the management of a new enterprise scale Big Data platform, and this is a unique opportunity to help shape this new platform at Nationwide....",Swindon,370,"£41,951 - £60,596 a year",44.4,Hadoop Administrator
2,Findmypast,United Kingdom,Senior Data Scientist. Proactively identify data science projects which will help key stakeholders make data driven decisions....,London,2,None,30.0,Senior / Lead Data Scientist
3,Vodafone,United Kingdom,"We don’t just carry minutes, texts and data – we carry people’s lives. We are looking for someone who has an eye for detail and is comfortable working with...",Newbury,2805,None,51.0,FP&A Finance Analyst Reporting
5,Modis,United Kingdom,"Data Engineer - London - Big Data - 6 months - £600pd. Big Data Engineer, Data Engineer, Hadoop, AWS, Scala, Spark, Kafka, Hive, London, Berkshire, Surrey....",London,208,£500 - £700 a day,42.6,Data Engineer - London - Big Data - 6 months - £600pd
6,Denodo,United Kingdom,"Experience working with Big Data and/or noSQL environments like Hadoop, mongoDB, ... Among your duties will be to evangelize, consult, train and troubleshoot...",London,None,None,None,Enterprise Solutions Engineer
7,Dow Jones,United Kingdom,"+ Experience and passion for Big Data and data analytics including contemporary tools and languages. Reporting to the General Manager, DNA Platform & Technology...",London,138,None,44.4,Customer Solutions Engineer
8,Inspiring Interns,United Kingdom,Offline data / CRM platforms / email services). Be familiar with other data sources (i.e. Successfully manage the integration of clients and data partners onto...,London,4,None,54.0,Solutions Engineer – Big Data – London
9,BNP Paribas,United Kingdom,"Interagissez avec les équipes Quantitatives, UI, Data et Support qui peuvent être localisées à Londres/Paris/NY/Bruxelles/HK/Mumbai ;...",London,1575,None,51.0,"Développeur Junior / Londres, H/F"
0,Intel,United Kingdom,"We partner with innovators and makers to enable inventions in Personal Technology, Cloud Services, Internet of Things, Healthcare, Big Data and Wearable's....",Swindon,2766,None,52.2,Market Data Analyst UK Intern 2018
1,VimpelCom,United Kingdom,"Senior Manager Data & Performance Location:. Statistics, Data Science, Data Engineer, Data Analyst, IT, Market Research, Programmatic Media You have a strong...",London,12,None,44.4,Senior Manager Data & Performance
2,Kantar Worldpanel,United Kingdom,"An interest in data and numbers. Kantar is the data investment management division of WPP. Kantar is one of the world’s leading data, insight and consultancy...",London,39,None,51.0,Graduate Scheme - Commercial 2018 intake
4,PwC,United Kingdom,"Data quality and data cleansing techniques. Experience in multiple tools/language/frameworks within the Big Data (Hadoop, Spark, Hive, MongoDB, Neo4j, Hbase,...",London,4494,None,51.0,Data Analytics - Insurance - Senior Associate
6,Unilever,United Kingdom,"Our people have the opportunity to make a big impact every day on a local level, across Europe, and around the globe....",London,4413,None,52.2,UFLP Graduate Marketing 2018 (UK&I)
9,PwC,United Kingdom,Have used analytical tools in a Big Data environment and handled a wide array of data types including unstructured data and web browsing data....,London,4494,None,51.0,Data Scientist - Manager
0,Freshtechit,United Kingdom,"Good knowledge of big data technologies, like Hadoop, HBase, and Spark. A solid understanding of Computer Science, data structures, algorithms, and distributed...",London,None,£400 - £500 a day,None,Scala Developer
1,Informatiq Consulting,United Kingdom,Big Data Developer? Big Data Application Developer -. Big Data Application Developer - Experience.  Hands on end to end implementation of Big Data engagements....,London,None,"£40,000 - £60,000 a year",None,Big Data Application Developer
2,Conversocial,United Kingdom,Ever tweeted a big brand and they responded back to you (and resolved your issue) in lightning fast time? We want all of our clients to be at the forefront of...,London,2,None,60.0,Integrations Engineer
3,Jump Trading,United Kingdom,Experience working with big data storage and warehousing tools (such as Splunk) is a bonus. Take an automated data driven approach to diagnosing and solving...,London,None,None,None,NetOps Engineer
4,NVIDIA,United Kingdom,"You will be working with the latest HPC architectures coupled with machine learning and Big Data analytics, enabling improved workflows and developing new,...",Reading,139,None,52.2,Deep Learning Solution Architect
5,Bank of England,United Kingdom,Experience of and interest in Big Data technology (e.g. Data Analytics and Modelling comprises of six teams;...,London,54,None,43.8,Data Systems Domain Analyst
6,AMS Contingent,United Kingdom,"Big Data Architect - Data Analytics - London - Contract. We are currently working with our client, a Leading Insurance Provider who has an excellent opportunity...",London,None,None,None,Big Data Architect - Data Analytics - London - Contract
7,Investec,United Kingdom,"Understanding of big data and BI best practice, tools, and understanding of latest industry techniques. Excellent knowledge of Oracle Business Intelligence...",London,24,None,51.0,OBIEE Reporting & Data Developer
8,Elsevier,United Kingdom,Experience in the context of research data is a big plus. Like us you thrive in a complex data environment. Demonstrable experience in Data Analysis and insight...,London,225,None,42.6,Product Insights Analyst
9,None,United Kingdom,"Software Engineer - C++ / Python / Big Data. Software, Engineer, Developer, C++, C, Python, Big, data, automotive, start-up, sdlc, scrum, Cambridge....",Cambridge,None,None,None,Software Engineer C++ / Python
0,Modis,United Kingdom,"Big Data Developer/Big Data Engineer (Hadoop / Spark, Scala, Java ). My client, a leading organisation within the music industry are currently looking to...",London,208,£450 - £550 a day,42.6,Big Data Engineer
1,Hitachi Consulting UK Limited,United Kingdom,"Data management and data governance programmes. Big Data/Data Science, IoT, Microsoft SQL/BI, SAP HANA, Informatica, C#/ASP.NET, SharePoint, MS CRM Dynamics,...",London,123,None,43.2,"Project Manager - Analytics, Insights and Digital"
2,IT Connections,United Kingdom,"Principal Big Data Visualisation Engineer Cambridge - £ Excellent for the right person. This is quite possibly the most interesting, challenging and unique Big...",Cambridge,None,None,None,Data Scientist
3,KPMG UK,United Kingdom,Our clients need to deal effectively with technology related risks and derive maximum value from data and documentation....,London,3632,None,51.0,Cyber Content & Event (I-4) – Assistant Manager – Tech Risk Consulting
4,The JM Group,United Kingdom,"Big Data experience. Excellent data Knowledge. Exceptional Data Mapping skills. Experience of data sourcing, ingestion and transformation....",London,None,£500 - £540 a week,None,Business Analyst - Data
5,Business 3.0,United Kingdom,You balance judgement and knowledge with analysis of data. You appreciate the role of compliance issues in big business and how this is involved in deploying...,London,None,None,None,FULLSTACKENGINEER.DIGITAL
6,Sainsburys,United Kingdom,"Toolsets – A strong mix of more traditional and new big data, open source capabilities. A basic understanding of the applications of data from reporting through...",London,3007,None,43.8,Tester
7,PA Consulting Group,United Kingdom,"So while you can expect to work with cutting-edge technology (such as cloud computing, big data and mobile applications), you'll also have the opportunity to...",London,22,None,51.0,Software Developer Analyst
8,Luxoft,United Kingdom,"Excellent knowledge on leveraging Cloud technologies, Big Data, DevOps, Data Science, Machine Learning, microservices and digital technologies....",London,36,None,51.6,CTO
9,PA Consulting Group,United Kingdom,"We’re big enough to be a significant employer but not so big that you get lost. Demonstrated ability to react to changes in requirements, timeframes, data...",London,22,None,51.0,Banking Simplification Consultants
2,Raytheon,United Kingdom,"Experience of Big Data Technologies (Hadoop, Pig, Hive, Spark). Experience of Data Analytics and Visualization. About the role…....",Gloucester,1590,None,51.0,Senior Software Engineer
3,Foreground Security,United Kingdom,"Perl or ruby Experience with high performance distributed systems Experience of Data Analytics and Visualization Experience of Big Data Technologies (Hadoop,...",Gloucester,2,None,54.0,Senior Software Engineer
4,Sony Interactive Entertainment Europe Ltd.,United Kingdom,"Work closely with the BI team on delivery of data, data structures/modelling and future data requirements. Taking big, diverse data sets and convert them into...",Soho,None,None,None,Commercial Insight Analyst
5,Zurich Insurance Group,United Kingdom,Ensure Cat data requirements and key areas of data quality improvement are understood by business contacts. Support projects on cat data management....,Fareham,69,None,44.4,Catastrophe Modelling Analyst
6,Dyson,United Kingdom,Act as commercial finance technical lead to engage with Dyson’s Big Data strategy and influence further Hadoop data development and access....,Malmesbury,101,None,43.2,Visualisation Analyst
7,Aldermore,United Kingdom,"Experience with Big Data environments (Hadoop / HBase) advantageous. Exploration -- Working in tandem with the Data Governance and Data Management team, Data...",Reading,2,None,42.0,Visualisation Analyst
8,Pertemps Network Group,United Kingdom,Big Data Cloud Architect. Knowledge in Big Data Cloud Architectures. As well as also demonstrating SME skills within Big Data including:....,London,40,"£60,000 - £90,000 a year",40.8,Big Data Cloud Architect
3,Searchability,United Kingdom,"SQL Server / Excel / ETL / Data Migration / Data Modelling. There will be a need to include Data Management, Data Cleansing and Data Migration during this...",London,None,None,None,Data Analyst
6,McGregor Boyall,United Kingdom,"PySpark, Big Data - Tier 1 IB. PySpark, Big Data - Tier 1 IB role:. Key skills for the Python Developer;...",London,None,None,None,"Python Developer; PySpark, Big Data - Tier 1 IB"
8,KPMG UK,United Kingdom,"These include business analysis, data, project management, modelling, architecture and testing. KPMG consistently features in the Sunday Times Best Big...",London,3632,None,51.0,Senior Manager - Business Analyst - Banking
9,Certes,United Kingdom,"Big Data Developer - Government Client. Have demonstrable experience of successfully designing and implementing data migration, data transformation, data...",London,None,None,None,Big Data Developer
0,Cititec,United Kingdom,"SABRE BIG DATA DEVELOPER. Experience with HBase, Kylin, Presto and other Big Data technologies a big plus. To be an experienced Big Data engineer with exposure...",London,2,None,51.0,BIG DATA DEVELOPER
1,Reuben Chase Ltd,United Kingdom,Urgently looking for an experienced Big Data Engineer for a contract position in Sweden. Contract length 6-9 months....,South East,None,None,None,Big Data Engineer - Sweden
2,Goldman Sachs,United Kingdom,Big data technology stack. We provide real-time access to critical deal information and crunch billions of data points each day to inform firm-wide market...,London,924,None,51.6,"Technology, Prime Services Technology, Associate, London"
3,KPMG UK,United Kingdom,Data analysis and presentation; Technology - Our clients need to deal effectively with technology related risks and derive maximum value from data and...,London,3632,None,51.0,Financial Modeller - Assistant Manager – Risk Consulting
4,"World Wide Technology, Inc.",United Kingdom,"Compute, Route/Switch, Unified Communications, Wireless, Security, Data Centre and Data Storage. Strong pre-sales technical skills, and some hands-on skills, in...",London,14,None,39.6,Consulting Systems Engineer
6,Datatech Analytics,United Kingdom,Undertake Ad-hoc analysis of data from a big data environment. Maintain the data quality and reliability of accessed customer data....,South East,None,None,None,Big Data Analyst
7,MANNING SERVICES LIMITED,United Kingdom,"Exhibited Projects on SQL, Hadoop and Linux/Unix # (Exposure to Big Data Projects/Experience). Interpret and provide solutions to business & systems problems...",London,None,None,None,"DATA SCIENTIST, DECISION SCIENTIST"
9,Office for National Statistics,United Kingdom,Seeing the big picture. Data as a Service are responsible for supporting the ONS transformation to using better use of administrative data in statistics and...,Fareham PO15,36,"£28,450 a year",52.2,Data Sharing and Supplier Management - Higher Executive Officer
2,Client Server,United Kingdom,"Knowledge of financial systems, Machine Learning and Big Data technologies. C++ Developer / C++ Software Engineer (Algorithm Distributed Systems Machine...",London,2,"£75,000 - £90,000 a year",60.0,C++ Developer Algorithm Big Data C/C++
3,Zing Recruitment Group Limited,United Kingdom,"Our client is a growing Big Data & DevOps consultancy startup, the core data science team includes 8 Data Scientists based in Europe....",Liverpool Street Station,None,"£100,000 a year",None,Chief Data Scientist
4,Apple,United Kingdom,"Want to work on the cutting edge of software engineering, machine learning and big data? Join Apple’s Siri team in Cambridge, UK, and be part of revolutionising...",Cambridge,4219,None,52.2,Senior Software Engineer - Siri
5,"Fossil Group, Inc.",United Kingdom,"Making an Impact , we go big. Please note due to data protection we can not accept CVs in store. Temporary Operations Associate (24 Hours) - Fossil - Bicester....",Bicester,558,None,51.0,Temporary Operations Associate (24 Hours) - Fossil - Bicester
