,company,country,description,location,review,salary,star,title
7,AFL Recruitment,Australia,"Assisting the Project Manager with project management, lawyer/paralegal recruitment/training, business development, market intelligence and national projects....",Sydney NSW,None,"$80,000 - $95,000 a year",None,Document Review/Legal technology lawyer
8,AFL Recruitment,Australia,"Assisting the Project Manager with project management, lawyer/paralegal recruitment/training, business development, market intelligence and national projects....",Sydney NSW,None,None,None,Litigation/Legal Technology Lawyer
9,Parity Consulting,Australia,"Ability to develop effective relationships with multiple stakeholders across the business. With a track record of over twenty years in Australia, this company...",Sydney Central Business District NSW,None,None,None,Senior Content Manager - Asset Management
0,Reliable Resourcing,Australia,Our client is a leading global market research company which provides clients with consumer market intelligence and analysis.... read more,Inner West NSW,None,None,None,Application Support Developer C#/.Net/SQL
1,Perigon Group,Australia,Development Manager - .NET / Business Intelligence - Sydney CBD. Liaise with stakeholders forming critical business decisions.... read more,Sydney NSW,None,"$145,000 - $150,000 a year",None,Lead Developer - .NET / OOP - Sydney CBD
2,Infinity Pro,Australia,You are a technical and business savvy business intelligence Senior Consultant / Designer & Developer with a strong design and development background using the... read more,Parramatta NSW,None,None,None,"Business Intelligence Consultant - SSIS, SSAS Tabular, PowerBI, Sen Developer"
3,SHAPE Australia Pty Ltd,Australia,"Built on a solid foundation of character, excellence, intelligence and integrity, the SHAPE experience is challenging, rewarding and fun.... read more",Sydney NSW,None,None,None,Site Foreman
4,Infinity Pro,Australia,You are a technical and business savvy business intelligence Senior Consultant / Designer & Developer with a strong design and development background using the... read more,Sydney Olympic Park NSW,None,None,None,"Microsoft Business Intelligence Consultant - SSIS, SSAS Tabular, PowerBI, SSRS"
5,Infinity Pro,Australia,You are a technical and business savvy business intelligence Senior Consultant / Designer & Developer with a strong design and development background using the... read more,Sydney Olympic Park NSW,None,None,None,"Microsoft Business Intelligence Consultant - SSIS, SSAS DAX, PowerBI Developer"
6,Infinity Pro,Australia,You are a technical and business savvy business intelligence Senior Consultant / Designer & Developer with a strong design and development background using the... read more,Sydney Olympic Park NSW,None,None,None,Microsoft Business Intelligence Consultant - SSAS SSRS Dax PowerBI Sen Developer
7,Infinity Pro,Australia,You are a technical and business savvy business intelligence Senior Consultant / Designer & Developer with a strong design and development background using the... read more,Parramatta NSW,None,None,None,"Microsoft Business Intelligence Consultant - SSIS, SSAS Tabular, Dax Developer"
8,Recruitment Group Australia,Australia,Knowledge to act as market industry expert offering intelligence and insight to clients and internal teams. We are a vibrant and innovative team and we recruit... read more,Sydney NSW,None,None,None,Account Manager (Social & digital) Sydney CBD
9,AFL Recruitment,Australia,"Assisting the Project Manager with project management, lawyer/paralegal recruitment/training, business development, market intelligence and national projects.... read more",Sydney NSW,None,"$80,000 - $95,000 a year",None,Litigation Technology/Document Review Lawyer
0,Infinity Pro,Australia,You are a technical and business savvy business intelligence Senior Consultant / Designer & Developer with a strong design and development background using the...,Ryde NSW,None,None,None,"PowerBI, Azure Cloud Business Intelligence Consultant - SSIS, SSAS DAX & Tabular"
1,Northbridge IT Recruitment,Australia,You will Work closely with senior level business teams to solve very complex business problems. SOLVE CHALLENGING BUSINESS PROBLEMS IN A LARGE SCALE ORG:....,Sydney NSW,4,"$800 - $1,200 a day",60.0,"DATA SCIENTISTS & BIG DATA ENGINEERS, AI & ML, IT Innovation Team, L/T Contracts"
0,Position Partners,Australia,Minimum 5 years’ experience in business to business (B2B) sales. New Business Development skills. This role will have a large emphasis on new business... read more,Silverwater NSW,None,None,None,Wholesale Territory Manager - NSW
1,Sales Source National,Australia,Identify stakeholders and decision makers in clients business. Intelligence along with ability to pick up new concepts.... read more,Sydney NSW,None,"$55,000 - $70,000 a year",None,Telesales Representative
2,Sales Source National,Australia,Identify stakeholders and decision makers in clients business. Intelligence along with ability to pick up new concepts.... read more,Sydney NSW,None,None,None,Telesales Representative - Software
3,KE Select,Australia,"The person will have strong business skills and excellent communication skills. You will be responsible for developing marketing plans for sales and profit,... read more",Sydney NSW,None,None,None,Product Manager – Animal Health
4,Northbridge IT Recruitment,Australia,Currently the team are starting a greenfield project involving artificial intelligence (AI) and cutting edge technology.... read more,Sydney NSW,4,None,60.0,Full Stack Ruby on Rails Developer (RoR) - AI Project (Greenfield) - CBD Offices
5,Billigence Pty Ltd,Australia,Billigence Pty Ltd is a specialist in the delivery of market-leading Business Intelligence and CRM solutions.... read more,Sydney NSW,None,None,None,Java Developer | AEM experience | Iconic Australian organisation | Contract
6,Harlow Group,Australia,This intelligence led security organization is all about proactivity & protecting their clients over the long haul through innovation.... read more,Sydney NSW,None,"$140,000 - $150,000 a year",None,Enterprise BDM – Sydney - Security
7,NEC Australia Pty Ltd,Australia,NEC Professional Services are growing our team and we are excited to welcome specialist Security Operations and Intelligence Managers to meet our respected... read more,Sydney NSW,13,None,43.8,Cyber Security Specialists
8,Insight Resourcing Pty Ltd,Australia,"You will have built a solid sales career in strategic Business to Business sales and account management, and have ideally come from a background in business... read more",Sydney NSW,None,"$100,000 a year",None,Key Account Manager - Business Intelligence & Professional Services
9,Infopeople,Australia,"5 years developing working in Business Intelligence environments working with DWH. 12 years’ experience in Data and Information Management and Governance,... read more",Sydney NSW,None,None,None,"BI, DAX, Azure Data Warehouse Developer!! 6 Months Contract, Sydney."
0,Position Partners,Australia,Minimum 5 years’ experience in business to business (B2B) sales. New Business Development skills. This role will have a large emphasis on new business...,Silverwater NSW,None,None,None,Wholesale Territory Manager - NSW
1,Sales Source National,Australia,Identify stakeholders and decision makers in clients business. Intelligence along with ability to pick up new concepts....,Sydney NSW,None,"$55,000 - $70,000 a year",None,Telesales Representative
2,Sales Source National,Australia,Identify stakeholders and decision makers in clients business. Intelligence along with ability to pick up new concepts....,Sydney NSW,None,None,None,Telesales Representative - Software
3,KE Select,Australia,"The person will have strong business skills and excellent communication skills. You will be responsible for developing marketing plans for sales and profit,...",Sydney NSW,None,None,None,Product Manager – Animal Health
4,Northbridge IT Recruitment,Australia,Currently the team are starting a greenfield project involving artificial intelligence (AI) and cutting edge technology....,Sydney NSW,4,None,60.0,Full Stack Ruby on Rails Developer (RoR) - AI Project (Greenfield) - CBD Offices
5,Billigence Pty Ltd,Australia,Billigence Pty Ltd is a specialist in the delivery of market-leading Business Intelligence and CRM solutions....,Sydney NSW,None,None,None,Java Developer | AEM experience | Iconic Australian organisation | Contract
6,Harlow Group,Australia,This intelligence led security organization is all about proactivity & protecting their clients over the long haul through innovation....,Sydney NSW,None,"$140,000 - $150,000 a year",None,Enterprise BDM – Sydney - Security
7,NEC Australia Pty Ltd,Australia,NEC Professional Services are growing our team and we are excited to welcome specialist Security Operations and Intelligence Managers to meet our respected...,Sydney NSW,13,None,43.8,Cyber Security Specialists
8,Insight Resourcing Pty Ltd,Australia,"You will have built a solid sales career in strategic Business to Business sales and account management, and have ideally come from a background in business...",Sydney NSW,None,"$100,000 a year",None,Key Account Manager - Business Intelligence & Professional Services
9,Infopeople,Australia,"5 years developing working in Business Intelligence environments working with DWH. 12 years’ experience in Data and Information Management and Governance,...",Sydney NSW,None,None,None,"BI, DAX, Azure Data Warehouse Developer!! 6 Months Contract, Sydney."
3,Sportsbet.com.au,Australia,As a Data Scientist at Sportsbet you will work with the business to deliver quantitative automation models to help us to do stuff better / faster / in higher...,Melbourne VIC,2,None,30.0,Data Scientist
6,NAB - National Australia Bank,Australia,Access structured and unstructured customer data in a ready-to-use form and make available to modellers and data scientists to query and develop algorithms for...,Melbourne VIC,229,None,43.8,Data Scientist/Engineer
7,AGL Energy,Australia,"About the Role The Quantitative Modelling Analyst has the unique opportunity to be a core contributor in the New Energy Analytics & Planning Team, supporting...",Melbourne City Centre VIC,44,None,44.4,Quantitative Modelling Analyst
0,University of Melbourne,Australia,We are looking for someone with demonstrated experience in research data management and eResearch infrastructures.... read more,Parkville VIC,48,"$99,199 - $107,370 a year",53.4,APPRISE HEALTH INFORMATICS SPECIALIST
1,Deloitte,Australia,"Whether you call yourself a data scientist, analytics nerd or builder of predictive models. Solid grounding in the fundamentals of APIs, data management and... read more",Melbourne VIC,5341,None,51.0,Analytics Consultant
2,Six Degrees Executive,Australia,"Design, develop and maintain data visualisation methods to effectively communicate complex concepts and numerical data.... read more",Melbourne VIC,None,None,None,Data Scientist
3,Hays,Australia,Leverage existing and new data sources and extract further value from company data. Produce creative data visualisations and intuitive graphics to present data... read more,Melbourne City Centre VIC,466,"$110,000 a year",42.6,Data Lead | Data Scientist
4,Melbourne Health,Australia,"This role creates immense opportunity for an aspiring Biostatistician to develop a research career in clinical biostatistics, with dedicated involvement in... read more",Melbourne VIC,3,None,52.8,Clinical Biostatistician
5,Coffey,Australia,"Undertake data analysis and modelling. Our Hydrogeologists, Scientists and Engineers provide technical expertise to clients and fulfill crucial project roles.... read more",Melbourne VIC,9,None,43.2,Hydrogeologists
6,Culture Amp,Australia,Be the point person for deploying the theoretical algorithms and frameworks developed by Data Scientists into production-quality and operational code.... read more,Melbourne VIC,None,None,None,"Software Engineer, Machine Learning"
7,Zendesk,Australia,"Come join Zendesk’s growing Data Engineering team! The team you’ll be joining is responsible for Zendesk’s data products and infrastructure, including data... read more",Melbourne VIC,17,None,52.2,"Software Engineer, Machine Learning"
8,Zendesk,Australia,"Come join Zendesk’s growing Data Engineering team! The team you’ll be joining is responsible for Zendesk’s data products and infrastructure, including data... read more",Melbourne VIC,17,None,52.2,Staff Software Engineer - Machine Learning
9,Deloitte,Australia,"Professional experience working with advanced analytics and data visualisation techniques, ideally within Financial Services.... read more",Melbourne VIC,5341,None,51.0,Quantitative Financial Modelling Senior Analyst
1,Equifax,Australia,"Exciting career progression opportunities- Data Scientist, R&D or Lead. Extract, manipulate and analyse data....",Melbourne VIC,332,None,43.2,Senior Analyst
3,Deloitte,Australia,"Whether you call yourself a data scientist, analytics nerd or builder of predictive models. Solid grounding in the fundamentals of APIs, data management and...",Melbourne VIC,5341,None,51.0,Analytics Senior Consultant
6,L'Oréal,Australia,"L’Oréal Australia’s Operations includes our Warehouse, Customer Care, Master Data and Supply Chain teams. L’Oréal was founded by a scientist and we have always...",Melbourne VIC,1868,None,51.6,Customer Supply Chain Analyst
7,L'Oréal,Australia,"L’Oréal Australia’s Operations includes our Warehouse, Customer Care, Master Data and Supply Chain teams. L’Oréal was founded by a scientist and we have always...",Melbourne VIC,1868,None,51.6,Demand Planner
8,Sportsbet.com.au,Australia,As a Senior BA at Sportsbet you will be working with our Data Scientists and Quantitative Modelers to provide an upfront assessment of new initiatives....,Melbourne VIC,2,None,30.0,Senior Business Analyst-Customer Analytics
9,AECOM,Australia,+ Experience in data management software (ESDAT / Equis) and preparation of environmental reports. Term-Time Employment - engineer your career around the kids....,Melbourne VIC,2553,None,43.2,Environment Engineer/Scientist – Term Time Employment
5,ERM,Australia,Environmental Scientist – Permanent (Melbourne). Fieldwork experience involving environmental data collection (soil and water);...,Melbourne VIC,38,None,40.2,Environmental Scientist – Permanent
7,Peter MacCallum Cancer Centre,Australia,Data analysis or statistical skills. We wish to recruit an emerging scientist or clinician-scientist as Team Leader to be responsible for the day-to-day...,Melbourne VIC,3,None,51.0,Laboratory Head -Team Leader
2,Mondelez International,Australia,Manage increasing levels of complexity and collecting data from various sources both internal and external. Consumer research both qualitative and quantitative...,Ringwood VIC,1673,None,51.0,Senior Scientist - Consumer Science Chocolate
3,ChapmanCG,Australia,You could be a data scientist very good at consulting across all functions and well versed in predictive analytics....,Melbourne VIC,None,None,None,APAC General Manager
4,Redbubble,Australia,"Create a vision with our Product Managers, Designers and Data Scientists to experiment and find creative ways for our customers to find that unique and relevant...",Melbourne VIC,9,None,55.2,Full-Stack Engineer (Senior)
5,CDK Global,Australia,"From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career ....",Port Melbourne VIC,153,None,40.2,Digital Marketing Account Manager
6,Experis IT,Australia,"Work with a broad range of engineers and scientists to help build fast, effective designs. Working with ManpowerGroup :....",Melbourne VIC,392,None,43.2,6535_1_IT - Application - Graphic Designer level
7,Melbourne Health,Australia,"The successful applicant will work closely with VIDS clinicians to identify and recruit participants to prospective research studies, obtain clinical specimens...",Melbourne VIC,3,None,52.8,Clinical Research Nurse
8,Department of Industry,Australia,"Experience in organising large complex data sets so that they are readily accessible, understandable and practical for users of the data....",Melbourne VIC,3,None,31.2,"Assistant Director – Statistical and Market Analysis, Executive Level 1, Anti-Dumping Commission"
0,EDGE10,Australia,"Data cleansing, formatting and analysis. Support delivery of client projects, working closely with experienced Sports Scientists and Project Managers....",Melbourne VIC,None,None,None,Sport Science Internship
1,Medibio,Australia,"The company is now seeking a top notch Senior Data Scientist for our Melbourne office. Collaborate with a team of doctors, engineers, and fellow data scientists...",Melbourne VIC,None,None,None,Sr. Data Scientist 2017-02 - Melbourne
3,FourQuarters,Australia,Data Scientist required to join an innovative Advacnced Analytics finction within a leading financial services business....,Melbourne VIC,None,"$150,000 a year",None,Data Scientist
4,Real Time Australia,Australia,Plus sourcing external data to improve internal data. VIP – working with our top customers (many of whom are data scientists themselves) to improve their models...,Melbourne VIC,None,"$120,000 - $140,000 a year",None,Data Scientist - Melbourne
6,Xpand Group,Australia,An exponentially growing financial services company with multiple industry awards is seeking Senior Data Scientists / Data Engineers to join their team in...,Melbourne VIC,None,None,None,Data Scientist
7,PolyActiva Pty Ltd,Australia,"Your primary responsibilities will be to deliver agreed pharmaceutical development outcomes through experimental design, method development, conduct of...",Melbourne VIC,None,None,None,Research Scientist (Organic/Medicinal Chemist)
1,The Vocus Group,Australia,"Vocus is seeking a talented and creative Snr Data Scientist to help optimize the customer experience of customers in the Vocus group of brands (primarily Dodo,...",Melbourne VIC,2,None,51.0,Senior Data Scientist
4,Bluefin Resources,Australia,Leverage new open data sources and extract further value from existing company data. One of Australia's fasting growing organisations is seeking a Senior Data...,Melbourne VIC,None,None,None,Senior Data Scientist
6,Pivotal Software,Australia,"Our cross-disciplinary team includes technical account leaders, data scientists, agile specialists, solutions architects, educators on Pivotal technology, and...",Melbourne VIC,10,None,51.0,Engagement Director
8,Aptitude Recruitment,Australia,They are now renowned as the market leaders and are looking for a data scientist to help take their business to the next level....,Cremorne VIC,None,"$120,000 a year",None,Associate Director - Analytics
0,Bluefin Resources,Australia,Quantitative research data analysis background using SPSS or similar advanced analytical tools such as R/SAS/Python etc. Quantitative Research and Insights....,Melbourne VIC,None,None,None,Quantitative Research Analyst
2,Grant Executive Search,Australia,"As one of Australia's leading professional investment groups, this organisation is committed to building a high performance focused culture and working...",Melbourne VIC,None,None,None,Investment Research Analyst
3,Bluefin Resources,Australia,"Building a team of world class data scientists. As Head of Data Science, in this business you will be responsible for leading a team of experienced and highly...",Melbourne VIC,None,None,None,Director of Analytics
4,Xpand Group,Australia,Senior Data Scientist. An exponentially growing financial services company with multiple industry awards is seeking Senior Data Scientists to join their team in...,Melbourne VIC,None,None,None,Senior Data Scientist
0,NEC Australia Pty Ltd,Australia,Ability to engage all experience levels professionally and ability to work closely with data scientists for prime results....,Melbourne VIC,13,None,43.8,Software Engineer
0,Brooker Consulting,Australia,"Evidence of successful, long-term working relationships with academic scientists on. Maintenance of the highest standard of records, data and documentation.... read more",Melbourne VIC,None,None,None,Project Leader
1,Intrax Consulting Engineers,Australia,Provide critical analysis of data to develop and implement practical and commercial solutions four our clientele.... read more,Deer Park VIC,2,None,54.0,Geotechnical Engineer
2,Redwolf + Rosch,Australia,Working alongside the chief data scientist you will be working as a team to collaborate. Interest and skills in data science and AI algorithms.... read more,Melbourne VIC,None,"$80,000 - $100,000 a year",None,Software Engineer
3,Northbridge IT Recruitment,Australia,"Data Scientists will have (ideally) co mpeted in Kaggle competitions, you are highly experienced in Data Science Technology, R programming, Python or Scala.... read more",Melbourne VIC,4,None,60.0,"DATA SCIENTISTS & BIG DATA ENGINEERS, Solve Complex Business Problems, AI & ML"
4,Northbridge IT Recruitment,Australia,"You will Build and harden data pipelines for ingestion of high quality data, You will Define standards for data pipelines to support the analytics platform.... read more",Melbourne VIC,4,None,60.0,"BIG DATA ENGINEERS, Machine Learning & Articial Intelligence Focus, MULTIPLE"
5,Northbridge IT Recruitment,Australia,As such we have multiple (L/T Contract) Snr Data Scientist roles available that offer a much longer term view based in Sydney CBD.... read more,Melbourne VIC,4,None,60.0,"DATA SCIENTISTS, High Profile Greenfield Opp, Multiple Roles, Contract, Syd CBD"
6,Northbridge IT Recruitment,Australia,As such we have multiple (L/T Contract) Snr Data Scientist roles available that offer a much longer term view based in Melbourne CBD.... read more,Melbourne VIC,4,None,60.0,"DATA SCIENTISTS, High Profile Greenfield Opp, Multiple Roles, Contract, Melb CBD"
7,Northbridge IT Recruitment,Australia,"Data Scientists will have (ideally) co mpeted in Kaggle competitions, you are highly experienced in Data Science Technology, R programming, Python or Scala.... read more",Melbourne VIC,4,None,60.0,"DATA SCIENTISTS & BIG DATA ENGINEERS, Implemention of Latest Tech, AI & ML, MELB"
8,Northbridge IT Recruitment,Australia,"Data Scientists will have (ideally) co mpeted in Kaggle competitions, you are highly experienced in Data Science Technology, R programming, Python or Scala.... read more",Melbourne VIC,4,None,60.0,"DATA SCIENTISTS & BIG DATA ENGINEERS, Implemention of Latest Tech (AI & ML), SYD"
9,Northbridge IT Recruitment,Australia,"Data Scientists will have (ideally) competed in Kaggle competitions, you are highly experienced in Data Science Technology, R programming, Python or Scala.... read more",Melbourne VIC,4,"$800 - $1,200 a week",60.0,"(L/T Contract) DATA SCIENTISTS & BIG DATA ENGINEERS, AI & ML, IT Innovation Team"
0,Brooker Consulting,Australia,"Evidence of successful, long-term working relationships with academic scientists on. Maintenance of the highest standard of records, data and documentation....",Melbourne VIC,None,None,None,Project Leader
1,Intrax Consulting Engineers,Australia,Provide critical analysis of data to develop and implement practical and commercial solutions four our clientele....,Deer Park VIC,2,None,54.0,Geotechnical Engineer
2,Redwolf + Rosch,Australia,Working alongside the chief data scientist you will be working as a team to collaborate. Interest and skills in data science and AI algorithms....,Melbourne VIC,None,"$80,000 - $100,000 a year",None,Software Engineer
3,Northbridge IT Recruitment,Australia,"Data Scientists will have (ideally) co mpeted in Kaggle competitions, you are highly experienced in Data Science Technology, R programming, Python or Scala....",Melbourne VIC,4,None,60.0,"DATA SCIENTISTS & BIG DATA ENGINEERS, Solve Complex Business Problems, AI & ML"
5,Northbridge IT Recruitment,Australia,As such we have multiple (L/T Contract) Snr Data Scientist roles available that offer a much longer term view based in Sydney CBD....,Melbourne VIC,4,None,60.0,"DATA SCIENTISTS, High Profile Greenfield Opp, Multiple Roles, Contract, Syd CBD"
6,Northbridge IT Recruitment,Australia,As such we have multiple (L/T Contract) Snr Data Scientist roles available that offer a much longer term view based in Melbourne CBD....,Melbourne VIC,4,None,60.0,"DATA SCIENTISTS, High Profile Greenfield Opp, Multiple Roles, Contract, Melb CBD"
7,Northbridge IT Recruitment,Australia,"Data Scientists will have (ideally) co mpeted in Kaggle competitions, you are highly experienced in Data Science Technology, R programming, Python or Scala....",Melbourne VIC,4,None,60.0,"DATA SCIENTISTS & BIG DATA ENGINEERS, Implemention of Latest Tech, AI & ML, MELB"
8,Northbridge IT Recruitment,Australia,"Data Scientists will have (ideally) co mpeted in Kaggle competitions, you are highly experienced in Data Science Technology, R programming, Python or Scala....",Melbourne VIC,4,None,60.0,"DATA SCIENTISTS & BIG DATA ENGINEERS, Implemention of Latest Tech (AI & ML), SYD"
9,Northbridge IT Recruitment,Australia,"Data Scientists will have (ideally) competed in Kaggle competitions, you are highly experienced in Data Science Technology, R programming, Python or Scala....",Melbourne VIC,4,"$800 - $1,200 a week",60.0,"(L/T Contract) DATA SCIENTISTS & BIG DATA ENGINEERS, AI & ML, IT Innovation Team"
0,RMIT University,Australia,"Reporting and Data Insights Analyst. The Reporting and Data Insights Analyst provides high quality and proactive data administration, data integrity and data...",Melbourne City Centre VIC,41,"$83,397 - $90,272 a year",52.2,Reporting and Data Insights Analyst
2,Culture Amp,Australia,"Identifies data gaps in our instrumentation, and works with our data engineer to close them. As our first Data Analyst, you’ll work closely with the our Product...",Melbourne VIC,None,None,None,Data Analyst
3,JDRF Australia,Australia,In addition the Data Analyst. Data Analyst (2 year fixed term contract). The role of Data Analyst works collaboratively with stakeholders within the...,Melbourne VIC,None,None,None,Data Analyst
4,DigitasLBi,Australia,"Data Analyst - Melbourne. To help with this, we’re looking for an outstanding Data Strategist. Any Analyst can write a KPI plan, but you are experienced,...",Melbourne VIC,126,None,43.8,Data Analyst
6,CSIRO,Australia,The Resource Resilience Monitoring (RRM) Team requires an Experimental Scientist with spatial data processing and analysis skills to help develop and implement...,Melbourne VIC,26,"$80,000 - $91,000 a year",52.8,Spatial data scientist/programmer
9,Fuji Xerox Pty Limited,Australia,"This position is for an analyst who is meticulous, to support pre-sales consultants with data collection from data manipulation, research and analysis....",Melbourne VIC,6,None,52.8,Junior Business Analyst
0,Avanade,Australia,"As a Graduate Data Scientist, you’ll be involved in the full lifecycle of data and analytics programs with our clients....",Melbourne VIC,118,None,43.8,"Graduate, Data Scientist"
1,Ericsson,Australia,"PMO Data Analyst | Excel What does your future look like? Handling, analysing and transforming data. Data migration utilising Access and Excel....",Melbourne VIC,4110,None,51.6,PMO Data Analyst | Excel
4,NAB - National Australia Bank,Australia,"The Senior Analyst of data is responsible for the development and delivery of effective data management, reconciliation and control solutions to meet business...",Melbourne VIC,229,None,43.8,"Senior Analyst, Data"
6,Jemena,Australia,We have an opportunity for a Meter Data Management Analyst to join us on for a 12 month fixed term contract. Previous Meter Data experience in the electricity...,Melbourne VIC,13,None,54.0,Meter Data Analyst
2,Equifax,Australia,"Data driven marketing solutions that maximize marketing efficiency, including market analysis, data enhancement & integration, external data supply, demographic...",Melbourne VIC,332,None,43.2,Data Scientist
3,Sportsbet.com.au,Australia,Sportsbet believes strongly in automation and in using the power of maths and data to make decisions. As a Data Scientist at Sportsbet you will work with the...,Melbourne VIC,2,None,30.0,Data Scientist
4,Yarra Trams,Australia,"Providing data architecture advice to solution architects, business analysts and project managers as required; Data modelling, analysis and governance;...",Melbourne VIC,7,None,52.8,"Advisor, Data Architecture"
5,Envato,Australia,"Experience with big data - a plus. As a data science analyst in the Analytics team at Envato, you will work closely with senior stakeholders, the Analytics...",Melbourne VIC,5,None,53.4,Data Science Analyst
6,JLL,Australia,What's your ambition? Is it a big goal or small steps? Professional or personal? We'd like to know because we make your ambitions our business. And if you...,Melbourne VIC,1350,None,44.4,"Budget, Reporting & Forecasting Analyst"
7,REA Group,Australia,Highly advanced skills in manipulation of data in Microsoft Excel. Experience in developing framework and working with Information Systems teams to achieve data...,Melbourne VIC,None,None,None,Competitive & Market Reporting Analyst
8,realestate.com.au,Australia,Highly advanced skills in manipulation of data in Microsoft Excel. Experience in developing framework and working with Information Systems teams to achieve data...,Melbourne VIC,2,None,60.0,Competitive & Market Reporting Analyst
9,Sportsbet.com.au,Australia,"SB analysts are different to other roles in the market. Working across all areas of the business, means that we’re not looking for a ‘specialist’ analyst, but...",Melbourne VIC,2,None,30.0,Insights Analyst
1,RMIT University,Australia,Insights and Reporting Analyst. PD_RMITOnline_Insights and Reporting Analyst 231017.pdf. Experience managing a team of Business Intelligence Analysts desirable....,Melbourne City Centre VIC,41,None,52.2,Insights and Reporting Analyst
2,Peoplebank,Australia,You will be a strong data analyst/ strong excel expert .The work will be largely driven on excel data entry/ data manipulation and reporting....,Melbourne City Centre VIC,2,None,54.0,Data Analyst
3,Heinz Australia,Australia,Business Systems Analyst. Provide and refine tools to check data quality. Drive design and implementation of various data management and business analytics...,Melbourne VIC,None,None,None,Business Systems Analyst
4,Brotherhood of St Laurence,Australia,An exciting opportunity exists for a Business Analyst within the ICT Department. For further information about the role please view the Business Analyst...,Fitzroy VIC,7,"$70,000 - $75,000 a year",44.4,Business Analyst
5,Sensis Pty Ltd,Australia,"A strong knowledge of data management, data analytics & data verification technologies. Administration, Information Technology, Business/Process Analyst, Sales,...",Melbourne VIC,47,None,43.8,Data Analyst (Technical & Data Specialist)
6,Lendlease,Australia,"We are currently seeking an experienced Performance and Reporting Analyst to join our Financial Services team based in South Wharf, Victoria....",South Wharf VIC,236,None,43.8,Performance & Reporting Analyst
7,Intercontinental Exchange,Australia,Intercontinental Exchange has an opportunity for a Data Analyst for Korean Language within its ICE Data Services business....,Melbourne VIC,42,None,42.6,Data Analyst
8,ANZ Banking Group,Australia,"As the Business Analyst, you will be leading the design of data structures and reporting tools to support IFRS 9 reporting....",Melbourne VIC,677,None,51.6,Business Analyst
9,Linfox,Australia,"Ability to process large data sets and report on current trends; Support key stakeholders through the provision of information, guidance & analysis in relation...",Melbourne VIC,102,None,51.0,Business Analyst
0,Vifor Pharma,Australia,"Manage the suppliers of purchased data e.g IMS and PBS/MBS to ensure verified, cost effective and timely data....",Melbourne VIC,8,None,40.8,BUSINESS ANALYST
1,Folio1,Australia,Experienced in working with Data and Reports. Technically familiar with web technologies and complex data systems....,Melbourne VIC,None,None,None,Business Analyst
2,nbn™,Australia,As Reporting Analyst you will provide accurate and timely commercial reporting and analysis in support of Regional Deployment (RD) and Commercial and Strategic...,Melbourne VIC,30,None,44.4,Reporting Analyst
3,Pitcher Partners,Australia,The Investment Advisory and Wealth Management group provide clients with comprehensive investment advice based on an in depth knowledge of their business and...,Melbourne VIC,None,None,None,Investment Research Analyst
5,The Royal Victorian Eye & Ear Hospital,Australia,P erforming logical and physical data modelling to support business intelligence initiatives; The role is responsible for maintaining and enhancing the business...,East Melbourne VIC,None,None,None,BI Developer_Reporting Analyst
6,Sportsbet.com.au,Australia,Accurate entry of in-play match data for in-play markets. The analysts and traders all have a thorough knowledge of sports and market trends analysis and are...,Melbourne VIC,2,None,30.0,Entry Trader - Sports
7,Deloitte,Australia,"We are seeking a Quality & Risk Analyst who can apply their skills in understanding and applying risk management policies and guidance, and using innovative and...",Melbourne VIC,5341,None,51.0,Quality & Risk Analyst
8,Linfox,Australia,Ability to process large data sets and report on current trends; Our Intermodal Team are currently seeking a Logistics Analyst to join the team based at our...,Melbourne VIC,102,None,51.0,Logistics Analyst
9,Department of Treasury & Finance,Australia,"DTF is looking to fill a full time VPS4 – Financial Analyst. Strong analytical skills, particularly in analysing financial data, business environments and...",Melbourne VIC,None,"$79,955 - $90,716 a year",None,Financial Analyst
0,ITL Australia,Australia,"Experience with Core data, threading, and performance tuning. Experience with basic iOS Frameworks such as Core Data, Core Animation, etc....",Melbourne VIC,None,None,None,Technology Analyst
1,David Jones,Australia,"Complete relevant and accurate financial analysis, using complex systems and data, including TM1. Have the ability to analyse data and be able translate and...",Melbourne VIC,121,None,44.4,Stores Planning Analyst
3,DELL,Australia,"We’ve been consistently recognized by industry analysts, readers’ polls and as a leader in the Gartner Magic Quadrant for managed security services, worldwide....",Melbourne VIC,5905,None,51.0,Cyber Threat Analysis Center Analyst
4,BP,Australia,Provide support and coverage to Analyst colleagues when required. Weekly stock adjustment compliance reporting and provide qualitative analysis to Stocks...,Melbourne VIC,1953,None,44.4,Reseller Stocks Analyst
5,Linfox,Australia,Ability to process large data sets and report on current trends; Our Intermodal Team are currently seeking a Transport Optimisation Analyst to join the team...,Melbourne VIC,102,None,51.0,Transport Optimisation Analyst - Intermodal
6,Mimco,Australia,Strong attention to detail and impressive data entry capability. We have an exciting fixed term contract opportunity available for an Allocation Analyst to join...,Melbourne VIC,4,None,42.0,Witchery - Allocation Analyst - Womenswear
7,Optus,Australia,"The Pricing Analyst is responsible for providing Commercial support to OB Sales, Product Management, and other internal stakeholders as part of the Pricing...",Melbourne VIC,117,None,44.4,Pricing Analyst - Melbourne
8,Sportsbet.com.au,Australia,"As Sportsbet’s Promotions & Offers Analyst you’ll be the teams data guru, including extracting data and forecasting our promotions to maximise our strong budget...",Melbourne VIC,2,None,30.0,Promos & Offers Analyst
