,company,country,description,location,review,salary,star,title
10,Qualcomm,Singapore,Experience with presenting product and test data driven decisions to create effective and efficient product development....,Singapore,820,None,52.2,"Product & Test Development Engineer, PMIC"
11,Qualcomm,Singapore,"Job Overview Design and debug of test interface HW (loadboard), test SW (test program) development, HW/SW integration, characterization plan development, first...",Singapore,820,None,52.2,"Test Development Engineer, RF/Mixed Signal SoC Product"
12,Leanplum,Singapore,"Delivering personal engagement in the moments that matter, Leanplum captures more than 15 billion data points each day and sends more than 5 billion push...",Singapore,3,None,60.0,Sales Engineer- Singapore
3,Barclays,Singapore,"Strong organisational, project management, motivational and interpersonal skills e.g. ability to draft presentations, manipulate data in Excel, and track...",Singapore,3443,None,51.0,Cross Barclays International - Compliance Advisory
4,Nucleus Connect,Singapore,Data analysis and develop reports using PL/SQL. Perform day-to-day application support for Business Support and Operations Support Systems....,Singapore,None,None,None,"Senior / Engineer, BSS/OSS Software Support"
5,Hewlett Packard Enterprise,Singapore,"We have an exciting opportunity for a Software Engineer to design, develop, troubleshoot and debug software programs for software enhancements and new products....",Central Singapore,2623,None,43.8,College Intern
6,CBRE,Singapore,"Correspondence and filing, minutes of meetings, preparation of reports and documentation, updating of electronic records, production of valuations and...",Singapore,1668,None,44.4,Accounts Assistant
7,PropertyGuru Pte Ltd,Singapore,"Drive improvement of our data products and quality to improve 1st party & 3rd party data targeting capability. Drive quarterly high-velocity experiment roadmap,...",Singapore,None,None,None,"Senior Manager, Growth and Performance Marketing"
8,PropertyGuru,Singapore,"Drive improvement of our data products and quality to improve 1st party & 3rd party data targeting capability. Drive quarterly high-velocity experiment roadmap,...",Singapore,None,None,None,"Senior Manager, Growth and Performance Marketing"
9,GLOBALFOUNDRIES,Singapore,"Know how to use measurement instruments effectively in data collection. To own, maintain and improve the following indices:....",Woodlands,306,None,41.4,Engineer Module Engineering (Clean Tech Equipment) Fab 2
10,Denodo,Singapore,"Five + years as a Sales/Solution Engineer, Consultant or Enterprise Architect. Document and track all activity through CRM and an internal wiki, including lead...",Singapore,None,None,None,Senior Solution Consultant
11,DCI Consultants Pte Ltd,Singapore,"We are currently looking for a backend system engineer who is skilled in AIX ,Solaris,HP UNIX and Windows Operating System....",Singapore,None,None,None,System Support Engineer- UNIX (1 year contract)
12,Illumina,Singapore,Analyze data and make logical and rational conclusion. Basic Function and Scope of the Position:....,Singapore,100,None,42.6,Sr Engineer - Process Development
3,Salesforce,Singapore,"Skills in Analytics, Master Data Management, or Website development (e.g. A good understanding of enterprise application integration, including SOA, ESB, EAI,...",Singapore,270,None,52.8,Lead Solution Engineer - App Cloud (PAAS)
4,Erni,Singapore,"Map data ©2017 Google, Urban Redevelopment Authority. Drafts and negotiates contracts and review documents....",Singapore,None,None,None,Business Development Manager (IT Proj.Management)
5,Lazada,Singapore,"Lazada helps more than 80,000 local and international sellers as well as 2,500 brands, serving 560 million consumers in the region through its marketplace...",Singapore,103,None,43.8,Technical Program Manager
6,Micron,Singapore,"Strong understanding of statistics, data analysis, area tool configurations, capabilities, and basic process and mechanical functionality. Req....",Singapore,371,None,44.4,Fab10 Fab Area Industrial Engineering Engineer
7,Singapore Technologies Kinetics Ltd,Singapore,Work closely with QA on data and trend analysis. Reduce suppliers’ material-related failures and prevent recurrence of such failures....,Singapore,2,None,51.0,Supplier Quality Engineer
9,JTC Corporation,Singapore,"To ensure the estates’ visions are met, you will conduct/participate in brainstorming, data gathering, evaluation and implementation of the innovative...",Singapore,4,None,43.8,Project Manager (New Estates)
10,"Advanced Micro Devices, Inc.",Singapore,"We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies – building blocks...",Singapore,310,None,43.2,Sect. Manager Product Development Eng.
11,EIRE Systems,Singapore,"Technical Consultant & IT Support Engineer, Singapore. Exposure in a Data Center Environment will be a big advantage....",Singapore,None,None,None,Technical Consultant & IT Support Engineer
12,People Profilers,Singapore,"Please be informed that the personal data you provided by way of your job application to People Profilers will be collected, used and disclosed by or on behalf...",Singapore,None,None,None,$4000 -$5000 Motion Controllers Application Engineer
4,Tele-centre Services Pte Ltd,Singapore,Perform routine backup work such as the administering of the daily backup jobs and restoration of backup data. TELE-CENTRE SERVICES PTE LTD....,Singapore,2,None,27.0,Desktop System Engineer IT
5,Amec Foster Wheeler,Singapore,"Report to the Lead Instrument Designer / Lead Instrument and Control Engineer, the main functions of the role will be to design and prepare layout of...",Singapore,868,None,44.4,Instrument Designer
6,Hoya Medical Singapore Pte Ltd,Singapore,Analyze data using appropriate statistical tool (excel or minitab) in trouble-shooting defects. Plan and execute yield improvement activities....,Singapore,None,None,None,Engineer
7,Exxon Mobil,Singapore,"Engineer, Materials Engineer, Engineering. Maintain effective Inspection Data Management system and filing system, including periodic updates....",Singapore,1435,None,51.0,Strategy Engineer
8,ExxonMobil,Singapore,"Maintain effective Inspection Data Management system and filing system, including periodic updates. Job Role Summary....",Singapore,1435,None,51.0,Strategy Engineer
9,Pfizer Inc.,Singapore,"Ability to analyse complex data sets to extract valuable data. Interaction with the project team members including presentation of data, critical review of data...",Singapore,2786,None,52.2,Senior Analytical Research Scientist
10,PerkinElmer,Singapore,"Function of Product Data Management systems(PDM). Review, new idea generations & execute Product Life....",Singapore,214,None,43.8,Principal/Senior Systems Engineer
11,Precision Medical Pte Ltd,Singapore,We are seeking an enthusiastic and excellent software engineer to help us analyse and integrate data for the advancement of new technologies in the field of...,Singapore,None,"$4,000 - $5,000 a month",None,Software Engineer with experience in Data Integration/Fusion
12,"The Bank of East Asia, Limited",Singapore,"Proactively manage the confidentiality, integrity and accessibility requirements of data and information. Competitive remuneration terms....",Singapore,3,None,40.8,IT Infrastructure Engineer
3,Micron,Singapore,Utilize statistical tools for detailed data analysis ( Probe/Param ) on product to drive yield improvement projects. Req.... read more,Singapore,371,None,44.4,Product Yield Enhancement Engineer
4,Aviation Labour Group,Singapore,Must be a Licensed Aircraft Maintenance Engineer. Regular audit of project documentation to ensure accuracy and integrity of data.... read more,Singapore,None,None,None,B2 LAME (F7X & F2000)
5,"The Bank of East Asia, Limited",Singapore,"Proactively manage the confidentiality, integrity and accessibility requirements of data and information. Competitive remuneration terms.... read more",Singapore,3,None,40.8,IT Infrastructure Engineer
6,Google,Singapore,"From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible.... read more",Singapore,1790,None,52.8,"Technical Program Manager, Network Operations Vendor Delivery Management"
7,Career Hub,Singapore,Conduct evaluations and perform analysis on data collected. Assist the Engineer to achieve the department goals and target.... read more,West Singapore,None,None,None,R&D Engineering Assistant
8,Keysight Technologies,Singapore,The team also develop software application that enable design engineer to do FPGA development for Keysight instruments and solutions for advanced signal... read more,Singapore,62,None,51.0,R&D Operating Manager (DES)
9,IBM,Singapore,"Strong knowledge of design patterns, data structures, multi-threading and algorithms. Sound knowledge of design patterns, data structures, multi-threading and... read more",Singapore,18085,None,51.0,Software Engineer - Data Analytics (IBM Singapore Lab)
10,Dyson,Singapore,"Intermediate level of utilizing statistical tools for data or functional analysis and interpretation. In charge of change request management includes plan,... read more",Singapore,101,None,43.2,NPI Manager
11,Maersk,Singapore,At least minimum of 1-2 years’ experience being a Second Engineer or Chief Engineer onboard vessels Good Communication Skill Candidate with “can do’ attitude... read more,Singapore,526,None,51.6,Optimisation Manager
12,Jardine OneSolution,Singapore,VMware Certified Professional 5 – Data Center Virtualization (VCP5-DCV). Technical & Engineering.... read more,Singapore,6,None,40.8,Senior System Engineer (Server)
3,JobAlpha.com,Singapore,"Geotechnical Engineer / MRT Projects. Bio Data, Country Status & Attached a Recent PHOTO. MNC Construction company....",Singapore,None,None,None,Geotechnical Engineer / MRT Projects > MNC Construction
4,Salt Recruitment,Singapore,"Java, Java Design pattern, Multithreading, Data structure, JEE. Should hold Bachelor of Engineer or Master Degree and bonus if you have relevant experience in...",Singapore,None,None,None,Technology Consultant
7,Healy Consultants,Singapore,"Sourcing economic data, laws and regulations on selected countries. A commercially realistic individual who can engineer simple global corporate solutions for...",Singapore,None,None,None,Head of Client Engagements Department
8,Singtel,Singapore,We are looking for a Product Manager to join us to build robust data platforms that incorporate data science and machine learning algorithms and models that...,Singapore,152,None,43.8,Product Manager
9,Medtronic,Singapore,"Enforce a strict adherence to the quality and regulatory requirements which govern all engineering activities, relying on risk based methods, rational and data...",Singapore,1274,None,51.0,Engineering Manager
11,Sony,Singapore,IT Service Delivery Engineer (Contract). Supports and maintains Data Center Service Catalog and other SLM activities/Applications....,Singapore,2524,None,51.6,IT Service Delivery Engineer (Contract)
12,Flex,Singapore,"Assures data availability and integrity for all quality related data. Ability to define problems, collect data, establish facts and draw valid conclusions....",Kallang,3200,None,51.0,Supplier Quality Engineer
4,Jardine OneSolution,Singapore,VMware Certified Professional 5 – Data Center Virtualization (VCP5-DCV). Technical & Engineering....,Singapore,6,None,40.8,Senior System Engineer (Server)
6,Big Switch Networks,Singapore,Systems Engineer – Singapore Region. Leading international banks and high-tech companies are using our open SDN architecture to build their next-generation data...,Singapore,None,None,None,Systems Engineer – Singapore Region #2
7,Government Technology Agency,Singapore,"Work closely with product managers, data scientists and engineers to develop, test and deploy new data products....",Singapore,None,None,None,Software Engineer (Data Science Platforms)
9,MattenPlant Pte Ltd,Singapore,"Sourcing and compilation of data and materials for technical presentations and meetings. Preparation of technical proposals, quotations and materials required...",Singapore,None,None,None,"Engineer/Senior Engineer, Technical designs"
11,"World Wide Technology, Inc.",Singapore,"Route/Switch, Unified Communications, Wireless, Security, Data Center. Technical Pre-Sales Consulting Systems Engineering (CSE)....",Singapore,14,None,39.6,Consulting Systems Engineer
12,Micron,Singapore,"As an IT Network Engineer at Micron, you will be responsible for the operational health (Security, Availability, Performance, Interoperability and Reliability)...",Singapore,371,None,44.4,NETWORK ENGINEER
5,HCL Technologies Limited,Singapore,"Network Engineer Location:. Cisco ASR 9K, Chassis based Switches like 6500, Juniper Enterprise and Service Provider network hardware platforms like modular...",Singapore,6141,None,43.8,Network Engineer
6,InfoDrive Solutions,Singapore,"Prepare Test Data, writing test cases. We are looking for Software Test Engineer profile with 3 +years of experience in software testing....",Singapore,None,"$2,500 - $3,800 a month",None,Tester -Avaloq/Performace Testing-/CA – Service virtualization Devtest
11,Vantage HR Solutions,Singapore,"Build localization, perception/computer vision and data fusion algorithm and controller. Our client is from a leading Multi-National Corporation employing more...",Singapore,None,None,None,"Senior Engineer, Autonomous Technology (MNC)"
3,Amazon Asia-Pacific Resources Private Limited (Sin...,Singapore,Data Center Technician. 2+ years of Data Centre experience. O Data driven analytical approach to resolving problem....,Singapore,18339,None,43.2,"Data Center Technician - AMAZON Web Services, Singapore"
4,Hewlett Packard Enterprise,Singapore,"With the industry’s most comprehensive portfolio, spanning the cloud to the data center to workplace applications, our technology and services help customers...",Central Singapore,2623,None,43.8,Senior Design Verification Engineer (Field Progammable Gate Array)
5,Micron,Singapore,Working knowledge of data analysis systems e.g.:. Micron’s Singapore Technology Center R&D group is looking for process development engineer to support R&D...,Singapore,371,None,44.4,STC Process Development Engineer (Diffusion)
6,Intellect-Minds,Singapore,"CIM Engineer, System Engineer, Programmer reports to the Senior CIM Engineer. To develop data acquisition programs (GUI based) to capture data from machines and...",Singapore,None,None,None,CIM Engineer
7,HR Concierge,Singapore,Familiar with Data center environment and process. Support and operate IT infrastructure....,Singapore,None,None,None,System Engineer
8,Page Personnel,Singapore,"With rapid growth and expansion they are looking to hire a System Engineer to meet the growing demands. As a Server Engineer, you will get to oversea the day to...",Singapore,85,None,39.0,System Engineer
9,Celecti Pte. Ltd.,Singapore,"IT Support Engineer. Perform AS/400 and/or data migration for server upgrade / ERP upgrade in the region. Our Client, in the manufacturing industry, is seeking...",Singapore,None,None,None,IT Support Engineer
10,Halliburton,Singapore,"Excellent understanding of fundamental programing concepts such as abstraction, data structures, etc. We are looking for the right people — people who want to...",Singapore,3944,None,44.4,"Software Development Engineer, Senior to Principal"
11,Miltenyi Biotec,Singapore,"In addition, you will prepare, update and maintain accurate logs, equipment performance data, service records and parts usage software....",Singapore,None,None,None,Service Sales Engineer
12,Adecco Personnel,Singapore,R1439113 Our client is specialized in IT Infrastructure and Data Centre Offers good remuneration and career growth Looking for Data Center Engineer....,Singapore,10892,None,43.8,"Application Infrastructure Specialist (Perm, MNC)"
3,Naurex,Singapore,"Engineer, or equivalent. The Service holder shall observe and shall impose strict confidentiality of data related to schedule / progress all along the course of...",Singapore,None,None,None,Technical Commissioning Coordinator
4,Government Technology Agency,Singapore,"Work closely with product managers, other data scientists and engineers to develop, test and deploy new data products....",Singapore,None,None,None,Data Scientist
5,Crï¿½dit Agricole Corporate and Investment Bank,Singapore,"Who we are CrÃ©dit Agricole Corporate and Investment Banking (CA-CIB) is the CIB arm of CrÃ©dit Agricole Group, worldâs 11th largest bank by total assets....",Singapore,None,None,None,SUMMIT - C++ Sotware Engineer Junior
6,DN & Associates Executive Search,Singapore,The *Senior Quality Validation Engineer*. Our client is a medical instrument manufacturer and they are seeking a *Senior Quality Validation Engineer*....,Singapore,None,None,None,Senior Quality Validation Engineer
7,ITCS Group,Singapore,"Analyze large data sets. A Team Lead Development Engineer must have:. Develop and extend our systems for performance, coverage and new functionality....",Singapore,None,None,None,Senior Application Development Engineer
8,Reeracoen Singapore Pte Ltd,Singapore,"Manage, maintain and monitor managed services and data center services and provide onsite support if needed. Perform escalated levels of internal and customer...",Singapore,None,None,None,Junior Support Engineer - IT
9,Grab Taxi,Singapore,"Senior API Platform Engineer (Software Engineer, Backend). We process millions of bookings a day and billions of traffic data points per month....",Singapore,39,None,44.4,Senior API Platform Engineer - API Team
10,Delta Electronics Int'l (Singapore) Pte Ltd,Singapore,Software Engineer would be a part of a high performance global team responsible for the delivery of features in the Cyber Physical solutions....,Pioneer,None,None,None,Senior Software Engineer (Java) (Working location: NTU)
11,Adecco Personnel,Singapore,Mission Critical Data Center Facility Maintenance. Bryan.kheh@adecco.com Opportunities to work with renown Data Centers Prefers experience in Remote/Smart Hands...,Buona Vista,10892,None,43.8,Data Center Technician/Engineer | Remote/Smart Hands
12,Spring Professional (Hong Kong) Limited,Singapore,Data Centre design experience. They are seeking an industry professional to join their Singapore business for new Data Centre Project as Senior Project Engineer...,Singapore,None,None,None,Senior Project Engineer Singapore (Data Centre Project)
3,ST Recruitment Centre,Singapore,"To assists Project Engineer in testing & commissioning of card access programming, logger transactions, downloading customers’ data from logger/access systems....",Clementi,None,None,None,Card Access Administrator
4,"FormFactor, Inc.",Singapore,"Prepare probe card design data for PCB physical design (parts placement, routing, TLA, verification, etc.)....",Singapore,31,None,44.4,Senior Electrical Design Engineer
5,Accellion,Singapore,Provides the leading secure content platform that increases enterprise productivity and ensures data security and compliance....,Singapore,6,None,43.2,Web Developer
6,HPS Partners Pte Ltd,Singapore,"Server Room, Design, Analysis and Test Data Servers (Singapore and overseas), Servers, Data-Back-up, PCs, Printers, etc....",Singapore,None,"$5,000 - $7,000 a month",None,Senior IT Engineer
7,WEC Engineers & Constructors Pte Ltd,Singapore,Ensure ERP data integrity of project and timely GRN update of material delivery. Overall full time at site to ensure overall phases of the project is...,Singapore,None,"$2,500 - $3,500 a month",None,Site Engineer (Civil)
8,D. S. BROWN SINGAPORE,Singapore,"Preparation of costing data, quotations, sales correspondence etc. Interpret, clarify and tabulate customer’s requirements....",Sungei Kadut,None,None,None,Indoor Sales Engineer
9,igloohome,Singapore,"Experience with sensor integration, data acquisition and analysis. You will design technically advanced products while thriving in a creative, high volume,...",Singapore,None,None,None,Embedded Systems Engineer
10,Micron,Singapore,"Collects and analyses data for the purpose of improving equipment performance. Assists the Equipment Engineer on Safety, Quality, Efficiency of equipment at the...",Singapore,371,None,44.4,Finished Goods Equipment Technician
11,AvePoint,Singapore,"Over 15,000 companies and 5 million cloud users trust AvePoint to accelerate the migration, management, and protection of their Office 365 and SharePoint data....",Singapore,16,None,31.2,Enterprise Account Executive-Department of Defense
12,Lee Capstone,Singapore,Personal data provided will be used strictly in accordance with the relevant data protection law and Lee Capstone’s personal data protection policy....,Singapore,None,None,None,solution architect
3,IBM,Singapore,"The Software Engineer role includes the design, development, testing, integration and deployment of Blockchain applications and platforms....",Singapore,18085,None,51.0,Software Engineer (IBM Center for Blockchain Innovation)
4,Infineon Technologies,Singapore,"Collect data and report the plant facilities system performance, resources efficiency, abnormality and breakdown of plant facilities....",Singapore,199,None,51.0,Contract - Facilities Engineer
5,The Advertiser,Singapore,Eligible to register with Singapore PE Board as a Professional Engineer and License Electrical Worker (LEW). Review and approve electrical design drawings....,Singapore,7,None,42.6,"Senior Engineer / Principal Engineer, Electrical"
6,Amgen,Singapore,"Strong knowledge in the design of maintenance and reliability activities such as job plan, data sheets and equipment reliability technology....",Singapore,740,None,51.6,Sr Engineer - API Manufacturing
7,Amgen,Singapore,"Generate insights from complex data analytics, in-depth technical research, and collaborate with other Subject Matter Experts (SME) and vendors to support...",Singapore,740,None,51.6,Principal Engineer
8,Morgan McKinley,Singapore,"Experience in software architecture, information / data architecture, eCommerce and mobile architecture and/or architecture for big data analytics will be an...",Singapore,10,None,42.0,Technical Architecture Engineer
9,Schneider Electric,Singapore,For EcoStruxure Data Center domain by sharing our. Review total data center and secure power solution architectures....,Singapore,2486,None,51.0,Solution Architect - EcoStruxure Data Center
10,S. K. Rosenbauer Pte LTd,Singapore,"Liaise with suppliers for pricing and data. Rosenbauer, Singapore’s Premier Fire Truck Manufacturing Company is seeking to fill the position of....",Singapore,None,"$2,800 - $3,500 a month",None,Sales Engineer
12,Applied Materials Inc.,Singapore,Inventory Control – Analyzes usage data and stock levels to order parts to satisfy service levels; Requires knowledge and experience in own discipline;...,Singapore,513,None,51.0,Production Control Planner
3,Dimension Data,Singapore,Diversity in Dimension Data. Network Project Engineer on Project delivery and Change executions. Join our growing global team and accelerate your career with...,Kallang,487,None,43.8,Service Delivery Support Engineer (L2)
4,Dimension Data,Singapore,Diversity in Dimension Data. Service Delivery Support Engineer (L2) that are required to strictly comply with all processes and procedures as prescribed by...,Kallang,487,None,43.8,Service Delivery Support Engineer (L2) (Keppel Middleware)
7,Region Diversified,Singapore,Making Process Data Sheets for mechanical (static and rotating) equipment used in above systems. Process calculation and simulation in HYSYS or / and similar...,Singapore,None,None,None,Process Engineer Required (Project)
9,Adecco Personnel,Singapore,"- The Opportunity Our Client is Singapore's enhanced network service provider, they committed to offering a fully integrated mobile solution for people who...",Singapore,10892,None,43.8,Associate Engineer|1 Year contract renewable|Telecommunication
10,NTT DATA Singapore Pte Ltd,Singapore,Responsibilities Troubleshoot and drive system recovery. Escalate problems with actual or potential major impact to problem and Incident management. Perform...,Singapore,1099,None,42.6,Senior Wintel Administrator- Bank
11,Gap Recruit Singapore,Singapore,"Assist Engineer in conducting process related evaluations including samples making, measurement and data collection....",Singapore,None,"$1,600 - $2,000 a month",None,Process Technician
3,Ikas International,Singapore,"""Personal data collected will be used for recruitment purposes only"". Candidate should have been an FX Support engineer for AT LEAST 1 year....",Singapore,None,None,None,FX Support Analyst
9,Manpower,Singapore,Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the...,Central Business District,11206,None,44.4,Oracle HCM Solution Architect/ Senior Engineer
10,Cogs Agency,Singapore,"Design protocol for data integration. Design, build and maintain data streaming system. Passionate on distributed data processing systems e.g Hadoop or Spark....",Singapore,4,None,60.0,Senior Data Engineer
11,None,Singapore,Provide Desktop engineering and Data Center operational support. A System Engineer to join the Regional Services team :....,Singapore,None,None,None,System Engineer for Regional Services team – Intermediate
0,Skyworks,Singapore,"Senior Engineer, Supplier Quality (Wafer foundry). Monitor process capability and process defect data from foundry suppliers and update internal scorecards....
read more",Singapore,99,None,51.6,"Senior Engineer, Supplier Quality (Singapore)"
1,CAPITA PTE LTD - Staffing & Search,Singapore,"Data Center Engineer - 4 to 5 days work week - up to 4k - 12 hours rotating shifts. Worked in Data Centre environment preferred....
read more",Singapore,None,None,None,IT Data Center Engineer - 4 to 5 days work week - up to 4k - 12 hours rotating shifts
2,HPS Partners Pte Ltd,Singapore,"Server Room, Design, Analysis and Test Data Servers (Singapore and overseas), Servers, Data-Back-up, PCs, Printers, etc....
read more",Singapore,None,None,None,Senior IT Engineer
3,Naurex,Singapore,"Engineer, or equivalent. The Service holder shall observe and shall impose strict confidentiality of data related to schedule / progress all along the course of... read more",Singapore,None,None,None,Technical Commissioning Coordinator
4,Adecco Personnel,Singapore,Utilize CRM software to record pertinent data forthcoming from technical support calls. With good career advancement.... read more,Jurong,10892,None,43.8,Application Engineer (Sensors /Jurong East/5 days)
5,Rapid Recruitment Asia Pte Ltd,Singapore,Mechanical Engineer Wanted!*. To collect data and compilation. 8.30 am to 5.45 pm (Monday - Friday)*.... read more,Singapore,None,"$2,800 a month",None,Mechanical Engineer
6,Celestica Malaysia Sdn. Bhd,Singapore,Software development includes data analytics and intelligence software system development. You will be working with a team of process engineers to support... read more,Singapore,None,None,None,Programmer
7,DN & Associates Executive Search,Singapore,The *Senior Quality Validation Engineer*. Our client is a medical instrument manufacturer and they are seeking a *Senior Quality Validation Engineer*.... read more,Singapore,None,None,None,Senior Quality Validation Engineer
8,HR Concierge,Singapore,Familiar with Data center environment and process. Support and operate IT infrastructure.... read more,Singapore,None,None,None,System Engineer
9,Page Personnel,Singapore,"With rapid growth and expansion they are looking to hire a System Engineer to meet the growing demands. As a Server Engineer, you will get to oversea the day to... read more",Singapore,85,None,39.0,System Engineer
10,Hogarth Worldwide,Singapore,Maintain data centre and testing lab environments. Knowledge of Telecommunications and Data Center connectivity and technology.... read more,Singapore,14,None,40.8,Production Systems Administrator
11,Adecco Personnel,Singapore,R1439113 Our client is specialized in IT Infrastructure and Data Centre Offers good remuneration and career growth Looking for Data Center Engineer.... read more,Singapore,10892,None,43.8,"Application Infrastructure Specialist (Perm, MNC)"
12,Amaris,Singapore,"Big Data, Data governance, Analytics, Mobile Technologies. 6+ years of experience as both a hands-on architect and a software engineer in the following domains:... read more",Singapore,29,None,40.8,API Architect
3,Jabil Circuit,Singapore,"Review test equipment designs, data and RMA issues with customers regularly. Generate reports and analysis of test data, prepares documentation and...",Singapore,1716,None,51.0,Test Engineer
4,Micron,Singapore,"Review NPI data and documentation based on hand over criteria. As HVM Engineering Engineer at Micron External Manufacturing, you will be responsible for working...",Singapore,371,None,44.4,"Ext Mfg Engineering, Senior/Engineer (SSD/Module)"
5,Airswift,Singapore,"Prepare/review design calculation sheet, equipment loading data, motor load list and I/O list as design input for other disciplines....",Jurong Island,None,"$7,000 a month",None,Project Engineer (Mechanical)
7,Singtel,Singapore,"Perform network design tasks such as allocation of network infrastructure, generation of associated documentations, resource reservation, check on pre-sales...",Bukit Merah,152,None,43.8,Consumer Networks - Associate Engineer
8,Rockwell Automation,Singapore,Determines hardware compatibilityand/or influences hardware design.JOB COMPLEXITYWorks on complex issues where analysis of situations or data requiresand in...,Singapore,539,None,51.0,STAFF ENGINEER DESIGN TEST
9,Lendlease,Singapore,"ITIL, MCSE, SNIA Storage, Cisco Data Center. ITIL, MCSE, SNIA Storage, Cisco Data Center or similar. The incumbent will be responsible for the following but not...",Singapore,236,"$4,500 - $6,000 a month",43.8,Systems Engineer (12-month contract)
10,GLOBALFOUNDRIES,Singapore,Obtain data for lots affected by tool faults and dispose the affected lots accordingly with minimal held time....,Tampines,306,None,41.4,Senior Associate Engineer Module Engineering (Litho Process) Fab 3E
11,Hogarth Worldwide,Singapore,Maintain data centre and testing lab environments. Knowledge of Telecommunications and Data Center connectivity and technology....,Singapore,14,None,40.8,Production Systems Administrator
12,Arloid Group Concern,Singapore,"Analyzing Data or Information*. - Compiling, coding, categorizing, calculating, tabulating, auditing, or verifying information or data....",Singapore,None,"$1,460 a month",None,Electrical Engineering Technician
3,NetLinkTrust,Singapore,"This position will assist the Manager for overall building maintenance and security operation for all Central Offices (“CO”), includes conducting inspection,...",Bugis,2,None,42.0,Facilities Engineer
5,Rapid Recruitment Asia Pte Ltd,Singapore,Mechanical Engineer Wanted!*. To collect data and compilation. 8.30 am to 5.45 pm (Monday - Friday)*....,Singapore,None,"$2,800 a month",None,Mechanical Engineer
6,goGame Pte Ltd,Singapore,"Relational, NoSQL, Caching and Data Warehousing. GoGame is looking for an AWS Engineer who will be responsible for the daily system administration, monitoring,...",Toa Payoh,None,None,None,AWS Engineer
7,PTC system(s),Singapore,"EMC Certified Clariion Implementation Engineer / Specialist / Expert (EMCIE). Experience in administrating and configuring data replication, storage migration....",Toa Payoh,None,None,None,Storage Engineer
9,Amaris,Singapore,"Big Data, Data governance, Analytics, Mobile Technologies. 6+ years of experience as both a hands-on architect and a software engineer in the following domains:...",Singapore,29,None,40.8,API Architect
10,Dimension Data,Singapore,Diversity in Dimension Data. Join our growing global team and accelerate your career with Dimension Data. Dimension Data is an equal opportunity employer with a...,Kallang,487,None,43.8,Service Transition Manager
11,HeadHunt,Singapore,Diversity in Dimension Data. Join our growing global team and accelerate your career with Dimension Data. Dimension Data is an equal opportunity employer with a...,Singapore,None,None,None,Senior Client Service Engineer - Dimension Data
12,Agilent,Singapore,Effectively work with Senior management and push for buyoff of complex projects using data & analytics. Agilent inspires and supports discoveries that advance...,Singapore,416,None,52.2,Program Engineer - Manufacturing
3,SLIDE & HIDE System (S) Pte Ltd,Singapore,"(E) Sales and Marketing Support Engineer. Maintain current website, technical data sheets, sales and marketing literature. (A) Assistant Specification Manager....",Yishun,None,None,None,Sales & Marketing
6,Staffhub LLP,Singapore,"PCs’ hardware/software, data and associated peripherals on day-to-day basis. Responsible for day-to-day IT operations and provide full....",Ubi,None,None,None,System Engineer
8,Staffhub LLP,Singapore,To generate daily report and data download from system. To perform PM activity base on schedule and assist engineer to oversea job done by vendor....,Singapore,None,None,None,Associate Engineer (Online Slurry)
9,One Consulting (Global) Pte Ltd.,Singapore,Preparation of data sheets/drawings/specification and ensure that documents meet standards and performance requirements....,Singapore,None,None,None,Senior / Piping Engineer (Oil & Gas)
10,Capita Staffing & Search,Singapore,Restoring data and user profiles for testing or data recovery. Determine AS400 hardware and software errors and escalated to support engineer....,Singapore,None,None,None,AS400 System Administrator
3,Hanalytics Pte Ltd,Singapore,Deep Learning Scientist / Engineer. The candidate is a skilled data scientist and will be building deep learning models for medical image diagnosis applications...,Raffles,None,None,None,Deep Learning Scientist / Engineer
4,DELL,Singapore,"(“Heritage EMC”) Inside Sales Systems Engineer - Presales. Presales experience – preferably with a storage, data protection, CI / HCI, virtualization vendor or...",Central Singapore,5905,None,51.0,Inside Sales Systems Engineer - Presales (Dell EMC)
5,Cogs Agency,Singapore,"One of our clients is on a look-out for a Senior Big Data Engineer. As a Senior Big Data Engineer, you will be heading up the development of their big data...",Singapore,4,None,60.0,Senior Big Data Engineer
6,General Electric,Singapore,"Assure all data are up-to-date and that revisions are distributed to all Engineers affected. GE is the world's Digital Industrial Company, transforming industry...",Singapore,3480,None,51.6,Manufacturing Specialist - Production Quality
7,Traveloka,Singapore,"You will be responsible for designing, building, improving, or maintaining our web applications, third-party data integration, data API, backend systems, or...",Singapore,4,None,51.0,Software Engineer - Back end
8,Accedo,Singapore,Candidates with less experience might be considered as QA Engineer. As a Senior Quality Assurance Engineer at Accedo you will play an important role in...,Singapore,None,None,None,"Senior Quality Assurance Engineer, Singaore, APAC based"
9,Engineering Systems and Design,Singapore,Analyse and visualise various streams of freight transport data. The Sustainable Urban Mobility group is currently seeking a Research Engineer to join a project...,Tampines,None,None,None,"Research Engineer (1-year, Renewable Contract)"
10,Aryan Search Pte Ltd,Singapore,"5+ year experience within the banking or telco industry (preferably), familiar with architecture within data networking domains (IP networking) and voice over...",Singapore,None,None,None,Senior Network Project Manager
